Pet, Gender, Education, Urbanicity, Children, Employment, Income
0, 1, High school, Urban, 0, 0, 28678
1, 1, Bachelor's degree +, Suburban, 0, 1, 54428
0, 0, Some college, Suburban, 1, 1, 39636
0, 0, Some college, Urban, 0, 0, 39936
1, 1, Some college, Urban, 1, 0, 33323
1, 1, Bachelor's degree +, Rural, 1, 1, 55014
1, 0, Less than high school, Urban, 0, 1, 22213
1, 0, High school, Urban, 0, 1, 32335
1, 1, Bachelor's degree +, Suburban, 1, 1, 54346
1, 1, High school, Suburban, 0, 1, 28723
0, 0, Some college, Suburban, 0, 1, 39889
0, 0, Some college, Suburban, 0, 0, 39797
1, 0, Bachelor's degree +, Suburban, 0, 1, 70906
1, 0, Bachelor's degree +, Urban, 1, 1, 70435
1, 1, Bachelor's degree +, Suburban, 1, 0, 54240
1, 1, Bachelor's degree +, Urban, 0, 1, 54569
0, 0, Some college, Urban, 0, 0, 39707
0, 1, High school, Suburban, 0, 1, 28835
0, 1, Bachelor's degree +, Suburban, 0, 1, 54385
0, 0, High school, Urban, 0, 1, 32391
1, 1, High school, Urban, 0, 1, 29049
0, 0, Bachelor's degree +, Suburban, 0, 1, 70490
0, 0, High school, Suburban, 1, 1, 32199
1, 1, Some college, Rural, 1, 0, 33448
1, 1, High school, Urban, 0, 1, 28895
1, 1, Some college, Suburban, 1, 0, 33324
0, 0, Bachelor's degree +, Suburban, 0, 1, 70432
1, 0, Bachelor's degree +, Rural, 1, 1, 70800
1, 0, High school, Suburban, 0, 0, 32264
1, 1, Bachelor's degree +, Suburban, 0, 1, 54503
0, 0, Some college, Suburban, 1, 0, 39829
1, 1, Bachelor's degree +, Rural, 0, 1, 54508
1, 1, High school, Suburban, 0, 0, 28992
0, 0, Bachelor's degree +, Suburban, 0, 1, 70325
0, 1, High school, Suburban, 0, 0, 28655
1, 0, High school, Urban, 0, 1, 32046
1, 1, High school, Suburban, 0, 1, 28983
1, 1, Bachelor's degree +, Urban, 0, 0, 54237
1, 0, Bachelor's degree +, Suburban, 0, 0, 70395
0, 0, Bachelor's degree +, Suburban, 1, 0, 70477
0, 1, High school, Suburban, 1, 1, 28957
1, 1, High school, Rural, 0, 1, 28929
1, 1, Less than high school, Rural, 0, 0, 20871
1, 0, Less than high school, Suburban, 0, 1, 22170
1, 0, High school, Suburban, 0, 0, 32238
0, 1, High school, Suburban, 0, 0, 28672
0, 0, Some college, Suburban, 1, 1, 39902
0, 0, Bachelor's degree +, Rural, 0, 1, 70561
1, 1, Bachelor's degree +, Suburban, 1, 1, 54673
0, 0, Some college, Suburban, 0, 1, 39882
0, 1, High school, Urban, 0, 1, 28923
1, 0, Bachelor's degree +, Urban, 1, 1, 70327
0, 0, High school, Urban, 0, 1, 32337
1, 1, High school, Rural, 0, 1, 28848
1, 1, Some college, Suburban, 0, 0, 33387
0, 0, Less than high school, Rural, 0, 1, 22203
1, 0, Less than high school, Urban, 0, 1, 22098
0, 0, Bachelor's degree +, Suburban, 0, 1, 70889
1, 0, High school, Suburban, 0, 1, 32370
1, 1, Bachelor's degree +, Suburban, 0, 1, 54296
1, 0, Bachelor's degree +, Suburban, 0, 1, 70630
1, 0, High school, Suburban, 0, 1, 32366
1, 1, Bachelor's degree +, Suburban, 0, 1, 54271
1, 0, Bachelor's degree +, Suburban, 0, 1, 70426
1, 0, High school, Urban, 0, 1, 32385
1, 1, Some college, Suburban, 0, 1, 33357
1, 1, Bachelor's degree +, Suburban, 0, 1, 54643
1, 0, Less than high school, Suburban, 0, 0, 22208
0, 0, Some college, Urban, 1, 1, 39792
1, 0, High school, Suburban, 0, 1, 32305
1, 0, Less than high school, Suburban, 0, 0, 22194
0, 0, Some college, Suburban, 0, 1, 39883
1, 0, High school, Suburban, 0, 1, 32462
0, 1, Less than high school, Suburban, 0, 1, 20782
0, 0, Some college, Urban, 1, 1, 39771
1, 1, Some college, Rural, 0, 1, 33269
1, 0, High school, Rural, 0, 1, 32334
1, 1, Some college, Rural, 0, 0, 33316
0, 0, Bachelor's degree +, Rural, 0, 0, 70644
1, 0, Less than high school, Rural, 0, 1, 22213
1, 1, High school, Rural, 1, 1, 29014
0, 1, Some college, Urban, 0, 1, 33408
0, 0, Bachelor's degree +, Suburban, 0, 0, 70568
0, 1, Bachelor's degree +, Suburban, 0, 1, 54558
1, 1, Less than high school, Rural, 1, 0, 20696
1, 1, Bachelor's degree +, Urban, 0, 1, 54279
1, 1, High school, Urban, 0, 0, 28891
0, 0, High school, Suburban, 0, 1, 32298
0, 0, Bachelor's degree +, Suburban, 1, 1, 70184
1, 0, Some college, Urban, 1, 1, 39758
0, 0, High school, Suburban, 1, 0, 32174
0, 1, Bachelor's degree +, Urban, 0, 1, 54311
0, 0, High school, Urban, 0, 1, 32305
0, 1, High school, Suburban, 0, 1, 28876
0, 0, Bachelor's degree +, Suburban, 0, 1, 70707
0, 0, Less than high school, Urban, 0, 0, 22144
1, 1, Bachelor's degree +, Suburban, 0, 1, 54516
1, 0, Some college, Rural, 1, 0, 39745
1, 0, Some college, Urban, 0, 1, 39899
0, 1, Some college, Suburban, 0, 1, 33340
1, 1, Bachelor's degree +, Suburban, 0, 1, 54496
1, 1, Bachelor's degree +, Urban, 1, 0, 54255
0, 1, High school, Urban, 1, 0, 28945
1, 1, Some college, Suburban, 1, 1, 33341
1, 0, High school, Suburban, 0, 1, 32264
0, 1, High school, Urban, 0, 1, 28900
0, 1, High school, Urban, 0, 0, 28878
1, 0, Bachelor's degree +, Suburban, 0, 1, 70800
0, 0, Bachelor's degree +, Urban, 0, 1, 70428
1, 1, High school, Rural, 0, 0, 28943
0, 1, Some college, Urban, 0, 1, 33559
1, 1, Some college, Suburban, 0, 1, 33333
0, 0, Less than high school, Urban, 0, 1, 22243
1, 1, Some college, Suburban, 0, 1, 33331
1, 1, Bachelor's degree +, Suburban, 0, 1, 54957
0, 1, Some college, Urban, 1, 0, 33441
1, 1, Some college, Urban, 0, 0, 33371
1, 0, High school, Urban, 0, 0, 32369
1, 0, Some college, Urban, 0, 0, 39950
0, 1, High school, Rural, 0, 1, 29137
1, 0, Bachelor's degree +, Suburban, 0, 0, 70770
0, 0, High school, Urban, 0, 1, 32170
0, 1, High school, Suburban, 0, 0, 28896
1, 0, Less than high school, Suburban, 0, 1, 22336
1, 0, Some college, Suburban, 1, 1, 39742
1, 1, High school, Suburban, 0, 1, 28792
0, 1, High school, Suburban, 1, 0, 29086
1, 0, Bachelor's degree +, Suburban, 1, 1, 70455
1, 1, Some college, Urban, 0, 1, 33556
0, 0, Some college, Suburban, 0, 1, 39725
0, 0, Less than high school, Suburban, 0, 0, 22265
0, 1, Some college, Urban, 0, 0, 33117
1, 1, Some college, Suburban, 1, 1, 33331
1, 0, Some college, Urban, 0, 1, 39603
1, 1, High school, Suburban, 1, 1, 28895
1, 0, High school, Urban, 0, 1, 32310
0, 1, High school, Suburban, 0, 1, 29036
1, 1, High school, Suburban, 0, 1, 28896
0, 1, High school, Suburban, 0, 1, 28909
1, 0, Bachelor's degree +, Suburban, 0, 1, 70499
1, 1, Less than high school, Suburban, 0, 1, 20803
0, 1, Some college, Suburban, 0, 0, 33249
0, 1, High school, Suburban, 0, 1, 28891
1, 1, High school, Rural, 0, 1, 28885
0, 0, Some college, Suburban, 0, 1, 39867
1, 1, Some college, Rural, 0, 1, 33667
1, 1, Less than high school, Urban, 1, 1, 20813
0, 1, High school, Urban, 0, 1, 28848
1, 1, High school, Rural, 0, 0, 28874
0, 0, Some college, Urban, 0, 1, 39745
1, 0, Bachelor's degree +, Suburban, 0, 0, 70439
1, 1, High school, Urban, 0, 1, 28714
0, 1, High school, Suburban, 0, 1, 28893
1, 0, Some college, Rural, 1, 1, 39734
1, 1, Bachelor's degree +, Rural, 0, 0, 54754
0, 0, Bachelor's degree +, Urban, 0, 0, 70431
1, 0, High school, Suburban, 0, 1, 32106
1, 1, Some college, Urban, 1, 0, 33341
1, 1, Less than high school, Urban, 1, 1, 20658
1, 0, Less than high school, Urban, 1, 1, 22152
0, 0, Bachelor's degree +, Suburban, 0, 1, 69824
0, 0, Some college, Urban, 1, 1, 39952
0, 0, Some college, Suburban, 1, 0, 39617
0, 1, Bachelor's degree +, Urban, 0, 1, 54295
0, 1, High school, Urban, 0, 1, 28915
0, 1, Bachelor's degree +, Urban, 1, 0, 54045
0, 0, High school, Urban, 0, 0, 32281
1, 1, Less than high school, Suburban, 0, 1, 20785
0, 1, High school, Suburban, 0, 0, 29065
1, 0, High school, Rural, 1, 1, 32203
1, 0, Some college, Suburban, 0, 0, 39806
1, 1, High school, Rural, 0, 1, 28863
0, 1, High school, Suburban, 0, 0, 28719
1, 1, Some college, Urban, 0, 1, 33517
0, 0, Bachelor's degree +, Urban, 0, 0, 70490
1, 1, Bachelor's degree +, Suburban, 0, 1, 54485
0, 1, Bachelor's degree +, Urban, 0, 1, 54407
1, 1, Some college, Suburban, 1, 0, 33343
0, 1, Bachelor's degree +, Urban, 0, 1, 54053
1, 1, Bachelor's degree +, Rural, 1, 1, 54249
1, 1, High school, Suburban, 0, 0, 28992
0, 0, Bachelor's degree +, Suburban, 0, 1, 70718
1, 1, High school, Suburban, 0, 1, 28837
1, 0, Bachelor's degree +, Rural, 0, 1, 70437
1, 0, Some college, Suburban, 1, 1, 39825
0, 1, Some college, Urban, 1, 0, 33430
0, 1, High school, Suburban, 0, 0, 28886
0, 0, High school, Urban, 0, 1, 32271
0, 1, Some college, Urban, 0, 1, 33305
0, 0, Some college, Suburban, 1, 0, 39926
1, 0, Bachelor's degree +, Urban, 0, 1, 70420
0, 0, High school, Suburban, 0, 1, 32428
0, 1, Some college, Urban, 1, 0, 33323
1, 0, High school, Suburban, 0, 1, 32503
1, 1, High school, Suburban, 0, 1, 29074
0, 1, Some college, Urban, 0, 0, 33558
1, 0, Bachelor's degree +, Rural, 0, 1, 70340
1, 1, Some college, Suburban, 0, 1, 33517
1, 0, Some college, Rural, 1, 1, 39805
1, 1, Bachelor's degree +, Suburban, 1, 0, 54550
1, 1, High school, Suburban, 1, 0, 28951
0, 0, High school, Suburban, 1, 0, 32418
1, 1, Some college, Rural, 0, 0, 33508
1, 0, Some college, Suburban, 0, 1, 39852
1, 1, Some college, Urban, 1, 0, 33379
0, 1, Some college, Urban, 0, 0, 33262
0, 0, High school, Suburban, 0, 0, 32450
1, 1, Some college, Urban, 1, 0, 33415
1, 0, Some college, Suburban, 0, 1, 39778
1, 1, Bachelor's degree +, Suburban, 1, 0, 54616
1, 1, Some college, Suburban, 0, 0, 33287
1, 0, Bachelor's degree +, Urban, 0, 1, 70231
1, 1, High school, Rural, 0, 1, 28947
0, 0, Some college, Urban, 0, 1, 39700
1, 0, Some college, Suburban, 0, 0, 39865
1, 0, High school, Urban, 0, 1, 32508
1, 1, High school, Suburban, 0, 0, 29105
1, 1, Some college, Urban, 1, 0, 33340
0, 0, Less than high school, Suburban, 1, 1, 22243
1, 1, High school, Rural, 0, 0, 28707
0, 1, High school, Suburban, 0, 1, 28916
1, 1, Some college, Urban, 0, 0, 33297
1, 1, Some college, Suburban, 0, 0, 33307
0, 1, Bachelor's degree +, Rural, 0, 0, 54476
1, 1, Some college, Suburban, 0, 0, 33558
0, 0, Bachelor's degree +, Urban, 0, 1, 70608
0, 1, High school, Urban, 1, 1, 28889
1, 1, Less than high school, Suburban, 1, 1, 20732
1, 0, High school, Suburban, 0, 1, 32294
0, 1, Some college, Urban, 0, 0, 33512
1, 0, Bachelor's degree +, Suburban, 0, 1, 70385
0, 0, High school, Suburban, 0, 0, 32050
0, 1, Bachelor's degree +, Suburban, 0, 1, 54229
0, 0, Some college, Suburban, 0, 0, 39915
0, 0, High school, Rural, 0, 1, 32336
1, 1, High school, Rural, 0, 1, 28885
1, 1, High school, Rural, 0, 1, 28719
1, 1, High school, Urban, 0, 1, 28844
0, 0, High school, Rural, 0, 0, 32424
1, 1, Bachelor's degree +, Suburban, 0, 0, 54607
0, 1, Some college, Urban, 0, 1, 33242
1, 0, Less than high school, Urban, 0, 1, 22189
1, 1, Less than high school, Urban, 0, 1, 20781
1, 1, High school, Urban, 1, 0, 28870
1, 0, High school, Suburban, 0, 0, 32309
1, 1, Some college, Suburban, 0, 1, 33227
0, 0, Bachelor's degree +, Urban, 0, 1, 70859
1, 1, Bachelor's degree +, Suburban, 0, 1, 54231
0, 1, High school, Rural, 1, 0, 29014
1, 1, Bachelor's degree +, Suburban, 0, 1, 54798
0, 0, Some college, Rural, 0, 0, 40126
0, 1, Bachelor's degree +, Urban, 0, 0, 54979
1, 0, Some college, Suburban, 1, 1, 39839
1, 0, Some college, Suburban, 1, 1, 40082
1, 0, Some college, Urban, 0, 0, 40033
0, 0, Less than high school, Suburban, 0, 1, 22048
1, 1, High school, Rural, 1, 0, 28926
0, 0, High school, Urban, 0, 0, 32339
1, 0, Less than high school, Urban, 0, 0, 22280
0, 1, Bachelor's degree +, Suburban, 0, 0, 54371
0, 0, Some college, Suburban, 0, 0, 40003
0, 0, Bachelor's degree +, Suburban, 1, 0, 70978
1, 1, Less than high school, Urban, 0, 1, 20787
0, 0, Bachelor's degree +, Rural, 0, 0, 70713
1, 1, Bachelor's degree +, Urban, 0, 1, 54152
1, 0, High school, Suburban, 0, 1, 32308
1, 1, Less than high school, Suburban, 0, 0, 20787
0, 1, Less than high school, Urban, 0, 1, 20767
1, 1, Some college, Rural, 1, 1, 33348
1, 0, High school, Suburban, 0, 0, 32101
0, 0, Some college, Urban, 0, 0, 39834
0, 1, Some college, Suburban, 0, 1, 33412
1, 0, Bachelor's degree +, Suburban, 0, 1, 70785
1, 1, High school, Suburban, 0, 1, 28877
1, 0, Some college, Suburban, 0, 1, 39817
1, 1, Some college, Rural, 1, 1, 33274
1, 0, Some college, Urban, 0, 1, 39595
1, 1, High school, Rural, 0, 1, 28967
1, 1, High school, Rural, 0, 1, 28940
1, 1, Some college, Rural, 0, 1, 33492
1, 0, Bachelor's degree +, Rural, 0, 1, 70500
1, 0, Some college, Rural, 1, 1, 39869
1, 1, Some college, Urban, 0, 1, 33448
1, 1, Less than high school, Suburban, 1, 1, 20772
0, 1, Some college, Suburban, 0, 0, 33228
0, 0, Some college, Urban, 0, 1, 39826
0, 1, High school, Urban, 1, 0, 28933
1, 0, Some college, Rural, 0, 1, 39730
1, 0, Less than high school, Suburban, 0, 1, 22249
1, 0, Bachelor's degree +, Urban, 0, 1, 70320
1, 1, Less than high school, Urban, 0, 0, 20796
1, 0, Bachelor's degree +, Suburban, 0, 0, 70456
0, 1, High school, Urban, 0, 1, 28909
1, 0, Less than high school, Suburban, 0, 1, 22073
1, 1, High school, Suburban, 1, 1, 28866
1, 0, Less than high school, Urban, 0, 1, 22237
0, 1, High school, Urban, 0, 1, 28847
1, 0, Some college, Rural, 0, 1, 39800
0, 0, High school, Suburban, 0, 0, 32321
0, 1, Less than high school, Urban, 0, 1, 20758
0, 0, Bachelor's degree +, Urban, 0, 1, 70575
0, 1, Some college, Rural, 0, 1, 33334
1, 0, Less than high school, Rural, 0, 1, 22276
1, 1, High school, Suburban, 0, 1, 28855
1, 0, Bachelor's degree +, Suburban, 0, 1, 70111
1, 1, Some college, Urban, 0, 1, 33454
1, 0, Some college, Rural, 1, 1, 39821
0, 1, Some college, Suburban, 0, 1, 33639
1, 1, High school, Rural, 0, 1, 28902
1, 1, Some college, Urban, 0, 1, 33341
0, 1, Bachelor's degree +, Suburban, 0, 1, 54516
1, 0, High school, Suburban, 1, 0, 32311
0, 1, Some college, Suburban, 0, 1, 33494
1, 1, Bachelor's degree +, Suburban, 0, 1, 54408
0, 1, Some college, Suburban, 0, 1, 33326
1, 0, Less than high school, Suburban, 0, 0, 22250
1, 0, High school, Suburban, 1, 0, 32312
1, 0, Some college, Suburban, 1, 0, 39805
1, 0, Less than high school, Suburban, 0, 1, 22215
1, 1, High school, Urban, 0, 0, 28835
1, 1, High school, Rural, 0, 1, 28835
0, 0, Some college, Suburban, 0, 0, 39845
0, 0, High school, Suburban, 1, 0, 32291
1, 0, Some college, Urban, 1, 1, 39594
1, 0, Less than high school, Urban, 0, 0, 22198
0, 1, High school, Suburban, 1, 0, 28797
0, 0, High school, Urban, 0, 1, 32161
1, 0, Some college, Suburban, 0, 1, 39837
1, 1, Bachelor's degree +, Urban, 0, 0, 54408
0, 0, Some college, Suburban, 0, 1, 39668
0, 1, Bachelor's degree +, Suburban, 0, 1, 54424
1, 0, Bachelor's degree +, Suburban, 0, 1, 70439
1, 0, Some college, Urban, 0, 1, 39836
1, 1, High school, Suburban, 0, 1, 28899
1, 1, High school, Suburban, 1, 0, 28814
1, 1, Bachelor's degree +, Rural, 1, 1, 54451
0, 1, Some college, Urban, 0, 0, 33351
0, 0, Bachelor's degree +, Rural, 0, 1, 70194
1, 1, High school, Suburban, 0, 1, 29077
1, 0, Some college, Suburban, 1, 1, 39959
0, 0, High school, Urban, 0, 0, 32225
0, 1, High school, Suburban, 0, 1, 28888
0, 0, Some college, Urban, 0, 1, 39846
0, 1, Less than high school, Urban, 0, 1, 20701
1, 1, Some college, Suburban, 0, 1, 33049
1, 0, Bachelor's degree +, Urban, 0, 1, 70426
0, 0, High school, Urban, 0, 0, 32326
1, 0, Some college, Suburban, 0, 0, 39794
1, 1, Some college, Rural, 1, 1, 33104
1, 1, Bachelor's degree +, Suburban, 0, 1, 54781
1, 0, High school, Urban, 1, 1, 32273
0, 0, High school, Urban, 0, 1, 32415
1, 1, Some college, Suburban, 0, 1, 33196
1, 1, Less than high school, Suburban, 0, 1, 20891
0, 0, High school, Rural, 0, 0, 32357
1, 0, Some college, Suburban, 0, 1, 39636
1, 0, Some college, Suburban, 0, 1, 39538
1, 0, Bachelor's degree +, Suburban, 1, 0, 70426
0, 0, Bachelor's degree +, Urban, 1, 1, 70331
1, 1, Some college, Rural, 0, 0, 33359
0, 1, Some college, Suburban, 0, 1, 33357
0, 1, High school, Suburban, 0, 0, 28875
0, 0, Bachelor's degree +, Suburban, 0, 0, 70848
0, 0, High school, Suburban, 0, 0, 32224
0, 1, Bachelor's degree +, Urban, 1, 1, 54609
1, 0, Bachelor's degree +, Suburban, 0, 1, 70439
1, 0, Bachelor's degree +, Urban, 1, 1, 70514
1, 1, Some college, Suburban, 0, 1, 33343
1, 1, Less than high school, Suburban, 1, 1, 20850
1, 1, High school, Suburban, 0, 1, 28929
1, 1, Some college, Rural, 0, 1, 33197
0, 0, Some college, Suburban, 1, 0, 39610
1, 1, Bachelor's degree +, Rural, 1, 0, 54515
1, 1, Bachelor's degree +, Urban, 0, 1, 54810
1, 1, Less than high school, Rural, 0, 1, 20759
1, 0, High school, Suburban, 0, 1, 32225
1, 1, High school, Urban, 1, 1, 28888
1, 0, Bachelor's degree +, Suburban, 0, 1, 70149
1, 1, Some college, Urban, 0, 0, 33311
0, 0, High school, Urban, 0, 1, 32278
1, 1, Some college, Rural, 0, 1, 33309
0, 0, Bachelor's degree +, Urban, 1, 0, 70403
0, 0, Bachelor's degree +, Urban, 0, 1, 70408
1, 0, Some college, Rural, 1, 1, 39826
0, 1, Bachelor's degree +, Suburban, 0, 0, 54460
0, 1, Bachelor's degree +, Urban, 0, 0, 54720
1, 1, Less than high school, Urban, 0, 1, 20656
0, 0, Bachelor's degree +, Suburban, 0, 0, 70524
1, 1, Bachelor's degree +, Suburban, 0, 0, 54599
0, 1, Some college, Rural, 1, 1, 33368
1, 1, Bachelor's degree +, Suburban, 0, 1, 54401
1, 0, Bachelor's degree +, Urban, 0, 1, 70146
0, 1, High school, Urban, 0, 1, 28765
0, 0, Less than high school, Urban, 1, 0, 22168
1, 1, Some college, Suburban, 0, 1, 33413
0, 1, Some college, Suburban, 0, 1, 33372
1, 1, High school, Urban, 0, 1, 28835
1, 1, Some college, Urban, 0, 1, 33359
0, 1, Some college, Urban, 1, 0, 33280
1, 0, Bachelor's degree +, Urban, 0, 0, 70955
1, 0, Some college, Suburban, 0, 1, 39796
1, 0, Bachelor's degree +, Urban, 0, 1, 70439
0, 0, High school, Rural, 0, 1, 32200
1, 0, Bachelor's degree +, Rural, 0, 1, 70224
1, 1, Bachelor's degree +, Suburban, 0, 0, 54518
0, 1, Bachelor's degree +, Urban, 0, 1, 54379
1, 1, Some college, Suburban, 0, 0, 33585
1, 1, Some college, Suburban, 0, 1, 33187
1, 1, Bachelor's degree +, Rural, 1, 1, 54586
0, 0, Bachelor's degree +, Rural, 0, 1, 70468
0, 0, Some college, Suburban, 0, 0, 39832
1, 1, High school, Suburban, 0, 1, 28896
1, 1, Bachelor's degree +, Rural, 1, 1, 54537
1, 0, Bachelor's degree +, Rural, 0, 1, 70056
0, 1, Bachelor's degree +, Urban, 0, 1, 54379
1, 1, Some college, Urban, 0, 1, 33499
1, 1, Some college, Urban, 1, 1, 33208
1, 1, High school, Suburban, 0, 1, 28899
1, 0, Less than high school, Rural, 0, 1, 22307
1, 1, High school, Rural, 0, 1, 28964
0, 1, High school, Rural, 1, 0, 28836
0, 0, Bachelor's degree +, Rural, 0, 0, 70446
1, 0, High school, Rural, 0, 0, 32448
1, 1, High school, Suburban, 1, 1, 29067
0, 1, Bachelor's degree +, Suburban, 0, 1, 54525
1, 1, High school, Urban, 0, 1, 28900
1, 1, Some college, Suburban, 1, 1, 33423
1, 1, Bachelor's degree +, Urban, 0, 0, 54358
0, 0, Bachelor's degree +, Suburban, 0, 1, 70360
0, 1, Some college, Urban, 0, 0, 33287
1, 1, Some college, Urban, 0, 1, 33185
0, 0, Some college, Urban, 1, 0, 39793
1, 1, High school, Rural, 0, 1, 28972
1, 0, High school, Suburban, 0, 1, 32084
0, 1, Some college, Urban, 0, 0, 33353
1, 0, High school, Urban, 0, 0, 32221
1, 1, Some college, Urban, 0, 0, 33316
0, 1, Bachelor's degree +, Suburban, 1, 0, 54392
1, 0, Bachelor's degree +, Suburban, 0, 0, 70516
1, 1, High school, Urban, 1, 1, 28900
0, 0, Some college, Urban, 1, 1, 39938
1, 1, Some college, Urban, 1, 0, 33426
1, 1, Bachelor's degree +, Urban, 0, 0, 54181
1, 1, Some college, Suburban, 0, 1, 33444
1, 0, Some college, Rural, 0, 1, 39998
1, 1, High school, Suburban, 0, 1, 28935
1, 0, Bachelor's degree +, Suburban, 1, 0, 70805
0, 0, Some college, Urban, 0, 1, 39591
1, 0, Bachelor's degree +, Urban, 0, 1, 70305
0, 0, Less than high school, Urban, 0, 1, 22194
0, 0, Some college, Suburban, 0, 0, 39939
1, 0, Some college, Suburban, 0, 0, 39744
0, 0, Less than high school, Urban, 1, 0, 22366
1, 0, Some college, Suburban, 0, 1, 39818
0, 0, Bachelor's degree +, Rural, 0, 1, 70402
1, 0, Some college, Suburban, 0, 1, 39855
0, 1, Some college, Urban, 0, 1, 33228
0, 0, High school, Rural, 0, 1, 32385
0, 1, Bachelor's degree +, Suburban, 0, 0, 54237
1, 0, Some college, Suburban, 0, 1, 39758
1, 0, Less than high school, Urban, 0, 1, 22213
0, 0, High school, Suburban, 1, 1, 32381
0, 0, High school, Suburban, 1, 0, 32296
1, 0, Bachelor's degree +, Suburban, 1, 1, 70222
0, 0, Less than high school, Urban, 0, 1, 22185
0, 1, Bachelor's degree +, Urban, 0, 0, 54151
1, 0, Bachelor's degree +, Suburban, 0, 0, 70491
1, 0, Bachelor's degree +, Urban, 0, 1, 69783
0, 0, Bachelor's degree +, Urban, 0, 1, 70368
0, 1, High school, Rural, 0, 0, 28699
1, 0, Bachelor's degree +, Suburban, 1, 1, 70433
1, 0, Bachelor's degree +, Suburban, 1, 0, 70491
1, 0, Bachelor's degree +, Suburban, 0, 1, 70820
0, 0, High school, Urban, 0, 0, 32344
1, 1, Some college, Urban, 0, 1, 33360
1, 0, Some college, Suburban, 1, 1, 39699
0, 0, Bachelor's degree +, Rural, 0, 0, 70386
1, 1, Bachelor's degree +, Suburban, 0, 1, 54397
1, 1, High school, Rural, 0, 1, 29109
1, 1, Less than high school, Suburban, 0, 1, 20744
1, 1, Bachelor's degree +, Rural, 1, 0, 54888
0, 0, Some college, Suburban, 0, 1, 39869
1, 1, Bachelor's degree +, Urban, 0, 0, 54477
1, 0, High school, Suburban, 1, 1, 32297
0, 0, High school, Rural, 0, 0, 32367
1, 0, Some college, Urban, 1, 0, 39836
0, 0, Some college, Urban, 0, 0, 39513
1, 0, Less than high school, Suburban, 1, 1, 22191
0, 1, High school, Suburban, 0, 0, 28888
1, 1, High school, Rural, 1, 1, 28856
0, 0, Less than high school, Urban, 0, 0, 22108
1, 0, Bachelor's degree +, Rural, 0, 1, 70595
0, 1, Some college, Suburban, 1, 0, 33345
1, 0, Bachelor's degree +, Urban, 0, 1, 70489
0, 1, High school, Suburban, 0, 1, 28952
1, 1, High school, Urban, 1, 0, 29136
1, 1, High school, Urban, 1, 0, 28709
0, 1, Bachelor's degree +, Urban, 0, 0, 54373
1, 1, High school, Urban, 1, 1, 28866
0, 0, Bachelor's degree +, Suburban, 0, 1, 70444
1, 0, Bachelor's degree +, Suburban, 0, 0, 70735
1, 1, High school, Urban, 0, 1, 28876
1, 0, Less than high school, Suburban, 0, 0, 22206
1, 1, Bachelor's degree +, Suburban, 1, 1, 54613
1, 1, Some college, Suburban, 0, 0, 33463
1, 1, Some college, Suburban, 0, 1, 33317
1, 0, Some college, Rural, 0, 1, 39608
1, 1, High school, Urban, 1, 1, 28882
0, 1, Bachelor's degree +, Rural, 0, 1, 54350
1, 1, High school, Suburban, 0, 0, 28872
0, 0, Bachelor's degree +, Suburban, 0, 0, 70038
0, 1, Some college, Urban, 1, 1, 33142
0, 0, High school, Urban, 0, 1, 32330
0, 0, Bachelor's degree +, Suburban, 0, 1, 70490
0, 1, High school, Urban, 0, 1, 28676
1, 1, High school, Suburban, 0, 1, 28688
1, 1, Bachelor's degree +, Urban, 0, 1, 54483
1, 0, Some college, Urban, 1, 1, 39720
1, 1, Bachelor's degree +, Urban, 0, 1, 54764
1, 0, Bachelor's degree +, Urban, 0, 1, 70063
0, 1, Some college, Urban, 0, 1, 33364
1, 0, Bachelor's degree +, Urban, 0, 0, 70426
0, 1, Bachelor's degree +, Urban, 0, 1, 54288
1, 0, Some college, Rural, 0, 1, 39790
1, 1, Bachelor's degree +, Urban, 1, 1, 54467
0, 0, High school, Suburban, 1, 0, 32302
0, 1, Some college, Urban, 0, 0, 33195
0, 0, High school, Urban, 0, 0, 32266
0, 0, Less than high school, Rural, 1, 0, 22183
1, 1, Some college, Rural, 0, 0, 33420
0, 0, Bachelor's degree +, Urban, 0, 0, 70011
0, 0, High school, Suburban, 0, 0, 32307
0, 1, Bachelor's degree +, Urban, 0, 1, 54499
1, 0, High school, Suburban, 0, 1, 32126
1, 1, Some college, Rural, 0, 1, 33284
0, 0, Some college, Suburban, 0, 0, 39976
0, 1, Some college, Suburban, 0, 0, 33518
1, 1, Less than high school, Suburban, 1, 1, 20771
1, 0, Less than high school, Urban, 0, 1, 22213
0, 1, Bachelor's degree +, Urban, 0, 1, 54558
0, 0, Bachelor's degree +, Suburban, 0, 0, 70349
1, 1, Some college, Urban, 0, 1, 33464
0, 0, Bachelor's degree +, Urban, 1, 1, 70799
1, 0, Less than high school, Suburban, 1, 0, 22282
0, 1, High school, Rural, 0, 0, 28773
1, 0, Some college, Suburban, 0, 1, 39918
0, 1, High school, Suburban, 0, 0, 28846
1, 0, Some college, Urban, 0, 1, 39736
1, 0, Some college, Suburban, 0, 0, 39873
0, 1, Bachelor's degree +, Suburban, 0, 1, 54375
1, 0, Some college, Urban, 0, 1, 39778
0, 0, Bachelor's degree +, Suburban, 0, 0, 70434
1, 0, High school, Urban, 0, 0, 32186
1, 0, Less than high school, Urban, 1, 1, 22376
0, 0, High school, Urban, 0, 0, 32166
1, 1, Bachelor's degree +, Suburban, 0, 1, 54465
